SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,customer_notes,Churn
0,15,76.38399946319598,2582.1181937160395,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,Customer has issues with bills.,0
0,3,61.12018497350937,4971.745421885839,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,No issues reported.,0
0,37,25.514766371306845,6731.356199163475,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,Customer has issues with bills.,0
0,46,108.03096675682124,5847.548880112067,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,Customer has issues with bills.,1
1,16,79.69879612640284,3712.6570895213586,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,No issues reported.,0
0,14,29.879186606681444,7275.438741516022,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,Customer has issues with bills.,0
0,9,69.59852294771184,2434.4427775534814,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,No issues reported.,0
0,7,68.22405875282138,6036.357084564722,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,Customer has issues with bills.,1
1,14,24.32038781368916,3801.671509334405,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,No issues reported.,0
1,6,79.23940021209623,7190.935934859427,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,No issues reported.,0
0,15,99.48680309161723,6383.1594242349,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,No issues reported.,0
0,52,93.52530945197205,7213.555469137907,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,No issues reported.,0
0,72,38.64842612350043,1728.3227682933941,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,No issues reported.,0
0,34,104.91039922019824,5351.259711543543,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,No issues reported.,1
1,1,52.675487648764765,5912.48030745563,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,No issues reported.,0
0,69,113.37409201834011,5944.015061919342,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,Customer has issues with bills.,0
0,20,25.46067040468423,4041.0555955176715,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,No issues reported.,0
0,7,67.11397319624419,108.0488567507702,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,Customer has issues with bills.,0
0,7,78.2609999063437,2104.925159146989,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,No issues reported.,0
0,50,43.13883489669777,2598.756759066219,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,No issues reported.,0
0,2,95.77370896638288,6818.9932699886995,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,No issues reported.,1
0,47,81.25301582097705,6729.99037067161,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,No issues reported.,1
0,14,20.069998447439534,853.7804204035766,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,Customer has issues with bills.,0
0,31,79.3910433649717,7599.602549327735,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,Customer has issues with bills.,1
0,50,67.64356255905386,1474.580044080538,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,No issues reported.,0
0,61,37.950934771202526,3325.5635504211273,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,No issues reported.,0
0,41,118.32269681948273,1735.579114254522,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,Customer has issues with bills.,0
0,14,108.4148005801753,6885.208683078724,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,No issues reported.,0
0,5,47.64702335042088,5999.789667793062,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,No issues reported.,1
0,5,72.62762754026093,2840.0285543767295,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,No issues reported.,1
0,64,50.05846506098422,5460.834723283468,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,No issues reported.,0
0,29,96.18732303942585,1489.820377736208,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,No issues reported.,1
1,5,111.74830903624374,3069.649817072151,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,No issues reported.,1
0,36,54.312274994895546,3028.2284932176954,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,Customer has issues with bills.,0
0,19,99.21121703893456,1917.401109329767,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,Customer has issues with bills.,0
0,64,68.3399580426771,7012.753701758173,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,No issues reported.,1
0,22,58.10614541181352,5436.626949160515,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,Customer has issues with bills.,1
0,34,112.56139613592637,2252.655592092605,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,Customer has issues with bills.,1
0,56,69.54567121626266,1950.7973811508186,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,No issues reported.,0
0,17,65.22475527587522,161.5501171481763,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,No issues reported.,0
0,56,85.82965739721547,2784.5829042071264,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,Customer has issues with bills.,0
0,17,44.504037202337585,4222.806690602041,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,No issues reported.,0
0,18,50.89168351422573,2234.8693105771836,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,Customer has issues with bills.,0
0,45,111.92060654198158,5609.1328478933165,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,No issues reported.,0
0,56,86.4422494664127,3304.7318031856744,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,Customer has issues with bills.,0
0,50,101.32703335098607,2543.019895559898,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,Customer has issues with bills.,0
0,58,45.496732074510675,7513.573468049726,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,No issues reported.,0
0,18,72.90091408795215,2115.860902294604,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,No issues reported.,0
0,7,115.87532483244458,3197.0427592064866,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,No issues reported.,1
0,10,50.27974185233587,3069.599501275671,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,No issues reported.,1
1,69,34.37788586986271,1943.4348955614862,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,No issues reported.,0
0,3,69.59404382657874,1754.0949679817936,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,Customer has issues with bills.,1
0,44,57.22601941685006,2431.771715163884,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,No issues reported.,0
0,70,34.28751189506471,6916.367049348203,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,No issues reported.,0
0,14,107.54941396168849,6140.91383514239,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,No issues reported.,0
0,4,117.81775301065467,5453.817872146997,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,No issues reported.,1
0,18,75.39250915934477,3666.731811524222,0,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,No issues reported.,1
1,52,96.10501522153213,4071.0153668412827,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,Customer has issues with bills.,0
0,38,104.58335613940311,2150.485480017427,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,No issues reported.,1
1,20,88.6986916051936,611.4210452598355,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,No issues reported.,1
0,44,22.687682935728986,2660.5329636037095,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,No issues reported.,0
0,51,34.092240287540186,3973.8756443920684,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,No issues reported.,0
0,19,25.38441371071434,475.7084090556817,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,No issues reported.,0
1,68,19.242900467526685,722.5061586943093,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,No issues reported.,0
0,66,49.00263908010227,2117.6516525763946,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,No issues reported.,1
1,13,57.68177402839675,2948.1937719240245,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,Customer has issues with bills.,1
0,62,42.47348809976054,3157.6064571467255,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,Customer has issues with bills.,0
0,61,24.742767132675255,959.187109594285,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,Customer has issues with bills.,0
1,30,71.5012406290861,1820.6995965580504,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,No issues reported.,1
0,30,45.718591655692734,2106.652954158709,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,No issues reported.,0
0,51,98.251734063788,558.0946731192969,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,No issues reported.,1
0,48,19.05928847334076,2621.0962851818163,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,No issues reported.,0
1,33,102.92396865440483,594.7045383412698,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,No issues reported.,0
1,19,114.20274473406867,5633.074639240609,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,Customer has issues with bills.,0
0,71,90.22157384693374,3099.5867607188125,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,No issues reported.,0
0,57,91.98122855888793,2626.3058839208425,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,Customer has issues with bills.,0
1,19,112.07301231607468,1028.1183423989144,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,Customer has issues with bills.,0
0,41,39.26166417268509,1826.1455518472972,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,No issues reported.,1
0,42,118.20383960496196,1875.6448014498499,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,Customer has issues with bills.,0
1,52,95.98486093954345,7881.903742064987,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,Customer has issues with bills.,0
0,4,91.27035618694326,6685.799909891916,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,No issues reported.,1
0,4,54.53960318902692,140.06979624514287,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,No issues reported.,0
0,5,73.10063728326386,4941.6854583663135,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,Customer has issues with bills.,1
1,41,83.96873772147137,2060.86041211569,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,Customer has issues with bills.,0
1,61,80.5944575623802,851.3605516057168,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,No issues reported.,0
1,55,89.10095616699687,5650.1709092811025,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,No issues reported.,0
0,13,26.529364777380266,1068.6925944689965,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,No issues reported.,0
1,14,53.99266749958553,3560.0779670114675,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,No issues reported.,1
1,60,61.86700166784546,5064.034304461065,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,No issues reported.,0
0,72,44.44324443643413,4444.088519940081,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,No issues reported.,0
1,25,35.599040662056986,7821.441055377918,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,No issues reported.,0
0,44,32.21221173124271,6289.851102290695,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,No issues reported.,0
0,10,55.0715309217868,6197.667979905591,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,No issues reported.,1
0,71,67.84089090653788,2856.523536706271,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,No issues reported.,0
0,50,24.5791322347394,85.260718942598,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,No issues reported.,0
0,44,113.36903850635022,5880.134437899016,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,No issues reported.,1
0,14,95.15695394750621,7997.861563826983,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,No issues reported.,1
0,15,91.70060320513939,3257.8755682326037,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,No issues reported.,0
0,16,35.62248276136706,7884.412279050972,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,Customer has issues with bills.,1
0,2,78.93197718522498,1149.3287032757696,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,No issues reported.,1
0,30,71.48735715427108,2384.9374626763693,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,No issues reported.,1
0,30,116.98811900156272,1380.9496874354652,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,No issues reported.,1
0,31,93.39101289305587,3810.985821908612,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,No issues reported.,0
0,20,76.11406931348122,6379.5563014802565,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,No issues reported.,0
0,49,103.75667298024729,2737.3264564330634,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,No issues reported.,0
1,35,33.8369742215013,7251.54281911195,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,No issues reported.,0
0,23,19.77926123394321,4366.950151595012,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,No issues reported.,0
0,61,87.61845000815958,3733.151314384229,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,No issues reported.,0
0,55,28.130301753842367,6300.173333442147,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,Customer has issues with bills.,0
1,67,29.851080818342673,827.946632513264,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,No issues reported.,0
0,8,93.09041300566533,6194.148787085803,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,Customer has issues with bills.,0
1,40,45.43875183546591,1957.4321273794594,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,No issues reported.,0
0,59,81.42743716467373,2259.625548479806,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,No issues reported.,0
1,32,110.44939607232122,4802.940155197548,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,No issues reported.,0
0,7,50.055690429604766,7217.265097112548,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,No issues reported.,0
1,2,40.072987862911845,4634.9496713336,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,No issues reported.,1
0,6,28.959569815975698,5198.001464740396,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,No issues reported.,1
0,36,31.361467322682472,6216.833865581897,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,No issues reported.,0
0,32,24.503380885573694,2088.1153950882813,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,No issues reported.,0
0,45,27.058059072388883,6621.022367904465,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,No issues reported.,0
0,42,61.666461175319974,3354.3034198167225,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,No issues reported.,0
1,53,50.49693702490896,1420.2898315230864,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,Customer has issues with bills.,0
1,9,89.25936183946129,2812.804980738834,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,No issues reported.,1
0,49,105.70928665382368,1982.807000956945,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,Customer has issues with bills.,1
0,2,97.11970691580962,1843.7848177914414,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,No issues reported.,0
0,67,71.57904429489804,2273.5988113767044,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,No issues reported.,0
0,11,28.54543268138167,1462.3945305676727,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,No issues reported.,0
0,50,89.58161203612613,5347.678499594385,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,No issues reported.,0
0,35,54.71428683505079,4647.599206715046,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,No issues reported.,0
0,15,26.85786458849872,5193.95107932048,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,No issues reported.,1
0,31,102.91787392486889,2761.7748144154198,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,No issues reported.,0
0,62,52.24075997684181,6162.0695859953785,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,Customer has issues with bills.,0
0,28,40.18400766741292,1052.7545681109045,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,1,No issues reported.,0
0,25,105.83093249419373,4576.920430743212,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,No issues reported.,1
0,25,108.914453778924,2216.846761228293,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,No issues reported.,1
1,1,52.31656913775176,4229.50032489316,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,No issues reported.,1
0,59,53.90754263777803,2601.441023473779,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,No issues reported.,0
0,69,76.50266702210598,6327.917281017446,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,No issues reported.,0
0,42,91.96087012797115,7132.158999645962,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,No issues reported.,0
0,34,24.596494791639778,5945.3476796465175,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,No issues reported.,0
1,66,77.88103754744141,1419.7153000344756,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,No issues reported.,0
0,18,114.00841620924994,2212.168866211311,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,No issues reported.,1
0,5,44.59043666658535,7356.336239451615,0,0,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,Customer has issues with bills.,1
0,20,109.58713501674184,3508.031753935848,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,1,Customer has issues with bills.,0
1,66,113.74191824669091,7530.516732323511,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,Customer has issues with bills.,0
1,62,45.29994091759452,3150.7012675763976,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,No issues reported.,0
0,32,94.04728752147773,7615.07739716953,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,No issues reported.,1
0,58,42.24688833611578,7407.267165340514,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,No issues reported.,0
0,50,92.37992175407933,5290.410504150675,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,No issues reported.,0
1,38,98.390707114527,88.7052940576003,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,No issues reported.,0
0,55,43.09417322292027,3213.6213478614345,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,No issues reported.,0
1,28,90.19488913011511,7291.500996447822,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,No issues reported.,0
0,22,99.86650615584102,7082.979050088695,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,Customer has issues with bills.,1
0,43,54.28717664674463,1513.9325734171553,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,No issues reported.,1
0,36,35.10412898696755,3204.4248872013845,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,No issues reported.,0
0,52,27.492439015410113,6687.081366851973,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,No issues reported.,0
0,36,76.07586121279917,4630.726555178621,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,No issues reported.,1
0,28,116.54886099122918,6781.1806565592115,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,Customer has issues with bills.,0
0,58,100.95650716223273,6615.704220822318,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,No issues reported.,0
0,36,62.05188371292255,7261.544508992982,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,No issues reported.,0
0,70,72.18040073692333,953.8754298221024,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,No issues reported.,0
0,9,46.3425524838878,1177.3209552965986,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,No issues reported.,1
1,21,34.63811966968639,679.2109669737349,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,No issues reported.,0
1,64,66.69915640234346,7483.332072413461,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,No issues reported.,0
1,61,64.8319073998021,3810.8773615082487,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,Customer has issues with bills.,0
1,40,70.70396025677789,531.6783314360305,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,1,Customer has issues with bills.,0
0,56,114.00686084917605,2584.6212993914487,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,Customer has issues with bills.,0
0,4,78.94147766454961,2823.1378483391127,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,No issues reported.,1
0,31,79.13006958054856,6479.954121035607,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,Customer has issues with bills.,0
0,27,31.116488667538217,5888.642684085265,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,Customer has issues with bills.,1
0,58,118.39713105077045,5520.7650828460355,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,Customer has issues with bills.,1
1,25,95.92091689558418,192.7594108962372,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,Customer has issues with bills.,1
0,69,106.40893608144748,7287.196173126249,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,Customer has issues with bills.,0
0,70,59.88719138901491,1738.7582517047201,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,Customer has issues with bills.,0
0,5,68.7138736264553,5039.260866905781,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,No issues reported.,1
0,8,70.71942282080879,511.6741465563949,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,No issues reported.,0
0,9,37.75650119860532,668.9708837997711,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,Customer has issues with bills.,0
0,15,87.5436602108592,94.69358338660246,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,No issues reported.,0
1,7,108.9991607235544,4535.342976849693,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,No issues reported.,1
0,72,34.70243472291111,5041.8011779647295,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0,Customer has issues with bills.,0
0,15,26.924986485359533,421.02748883182363,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,Customer has issues with bills.,0
1,37,92.44100000680439,2336.8277289653674,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0,No issues reported.,0
1,39,45.70678408313469,6814.346270365385,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,No issues reported.,1
1,6,80.9481854325416,826.8680568887947,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,No issues reported.,1
1,57,88.17371296821416,1746.6753306735516,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,No issues reported.,0
0,19,50.60203173997309,3405.634528224795,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,Customer has issues with bills.,0
0,63,100.17203204129133,6741.071318691874,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,No issues reported.,0
0,31,73.5238927024788,2052.3914405574615,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,Customer has issues with bills.,0
0,10,105.58444049915617,7977.148372376356,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,No issues reported.,0
0,67,94.96100203217422,2853.8609770184485,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,No issues reported.,0
0,62,105.54185101976411,3102.7865798516586,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,No issues reported.,1
0,3,20.276218902848356,992.8711956191426,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,No issues reported.,0
0,18,42.72237920422877,5447.419595161615,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,Customer has issues with bills.,0
0,25,27.29579801481683,1961.528222690036,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,Customer has issues with bills.,1
